NSN,rep_office,common_name,Description,Price,UI,AAC
4510013279405,General Products,Toilet Seat Cover Dispenser,For dispensing quarterfold paper toilet seat covers. Plastic cabinet mounts on a vertical surface. For use with Toilet Seat Cover NSN 8540009655790.,8.26,EA,H
4510014264187,General Products,Deodorant Dispenser,"For use with air freshener refills NSNs: 6840013684785, 6840013684787, 6840013684789, 6840014258232, 6840014295864 and 6840014598263. Aerosol dispenser automatically controls odors and freshens air with three operation settings; day, nig",43.78,EA,H
4510014412117,General Products,Soap Dispenser,"Compatibile for use with 8520014255328. Stainless steel pump with a fourposition stroke adjustment to control the amount of soap being dispensed. The pump can be operated with hands, elbow, or forearms. Aluminum soap dispenser has reinforced nylon and",51.83,EA,H
4510014801323,Office Supplies & Paper Special Order,Piddle Pak,"Disposable ""unisex"" milspec vinyl relief bags are compact, lightweight and easily stored. Leakproof with airtight sealing system that traps waste and odor, bag contains hydrophilic granulated powder. Individually poly bagged with moist towelette.",605.58,BX,H
4510015219866,General Products,Soap Dispenser,"Wall mounted hand sanitizer dispenser accepts 1000mL Gojo Purell/SKILCRAFT hand sanitizer refills. One hand push operations and portion control. For use with NSNs 8520015220828, 85200156220840 and 8520015223888.",16.5,EA,H
4510015219867,General Products,Soap Dispenser,"Wallmounted lotion soap and shampoo dispenser accepts 800mL Gojo lotion soap and shampoo refills. One hand push operation and portion control. For use with NSNs 8520013783090, and 8520015220836.",195.03,BX,H
4510015219868,General Products,Soap Dispenser,"For multipack of 12 each, order NSN 4510015219867. Wall mounted lotion soap and shampoo dispenser accepts 800mL Gojo lotion soap and shampoo refills. One hand push operation and portion control. For use with 8520013783090 and 8520015220836.",18,EA,H
4510015219869,General Products,Soap Dispenser,Wall mounted lotion soap and shampoo dispenser accepts 1000mL Gojo lotion soap and shampoo refills. One hand push operation and portion control. For use with 8520015220833 and 8520015220838.,97.51,BX,H
4510015219870,General Products,Soap Dispenser,"Wall mounted hand sanitizer dispenser accepts 1000mL Gojo Purell/SKILCRAFT hand sanitizer refills.  One hand push operation and portion control.  For use with NSNs 8520015220828, 8520015220840 and 8520015223888.",97.51,BX,H
4510015219871,General Products,Soap Dispenser,"For multipack of eight each, order NSN 4510015219873. Wall mounted lotion soap and shampoo dispenser accepts 2000mL Gojo lotion soap and shampoo refills.  One hand push operation and portion control. For use with 8520015220832 and 8520015220837",18,EA,H
4510015219872,General Products,Soap Dispenser,"For multipack of six each, order NSN 4510015219869. Wall mounted lotion soap and shampoo dispenser accepts 1000mL Gojo lotion soap and shampoo refills. One hand push operation and portion control. For use with 8520015220833 and 8520015220838.",16.5,EA,H
4510015219873,General Products,Soap Dispenser,Wall mounted lotion soap and shampoo dispenser accepts 2000mL Gojo lotion soap and shampoo refills.  One hand push operation and portion control. For use with 8520015220832 and 8520015220837.,135.02,BX,H
4510015511194,General Products,Foam Soap Dispenser,Wall mounted foam soap dispenser made of ABS plastic with a sight window to indicate when dispenser is empty. Reservoir can be removed for easy cleaning. Mounts on wall with adhesive backing or screws (not included). Unique foam pump prevents leaks and dr,39.25,EA,H
4510015512864,General Products,Foam Soap Dispenser,Wall dispenser accepts 1250mL Gojo foam soap refill pouches. One hand push operation and portion control. For use with refill pouch NSNs 8520015562576 and 8520015562577.,89.92,BX,H
4510015512865,General Products,Foam Soap Dispenser,Wall dispenser accepts 1250mL Gojo foam soap refill pouches. One hand push operation and portion control. For use with refill pouch NSNs 8520015562576 and 8520015562577.,16.01,EA,H
4510015512866,General Products,Hand Foam Dispenser,Wall mounted hand sanitizer dispenser accepts 1200mL Gojo foaming hand sanitizer refills. One hand push operation and portion control. For use with NSN 8520015562834.,89.92,BX,H
4510015512867,General Products,Hand Foam Dispenser,Wall mounted hand sanitizer dispenser accepts 1200mL Gojo foaming hand sanitizer refills. One hand push operation and portion control. For use with NSN 8520015562834.,16.01,EA,H
4520005402038,General Products,Space Heater,"Fan operates on 240V AC power; 3000w produces 10,200 BTU per hour. Adjustable automatic thermostat control ranges from 45 to 120° F. Includes a threeprong plug and a minimum fivefootlong, 20amp rated plug and cord. Heater does not include a tipover s",104.08,EA,H
4520005558696,General Products,Space Heater,"Fan operates on 120V AC power. In the event that the unit is tipped over, an automatic switch immediately turns the unit off. Includes a threeprong plug and a minimum fivefootlong, 15amp rated plug and cord. (Product dimensions may vary by manufacture",48.89,EA,H
4520008655939,General Products,Space Heater,"Fan operates on 120V AC, 1000w power. In the event that the unit is tipped over, an automatic switch immediately turns the unit off. Includes a threeprong plug and a minimum fivefootlong, 15amp rated plug and cord. (Product dimensions may vary by manu",84.73,EA,H
4720014478757,General Products,Garden Hose,"Commercialgrade, rubber/vinylreinforced 5/8"" diameter garden hose. Kinkresistant hose includes brass couplings, a protective collar at faucet end, and an abrasionresistant gray cover. Burst strength is 500 psi with a minimum fourply construction.",38.72,LG,H
4720014478759,General Products,Garden Hose,"Commercialgrade, rubber/vinylreinforced 5/8"" diameter garden hose. Kinkresistant hose includes brass couplings, a protective collar at faucet end, and an abrasionresistant gray cover. Burst strength is 500 psi with a minimum fourply construction.",23.69,LG,H
4730013857313,General Products,Spray Nozzle,"Acuity Specialty Products ZEP P/N 826601, or equal (Conquer Spray Head). Polyvinyl chloride plastic spray nozzle is designed for spraying a fine mist or solid stream of liquid in a round pattern. Fits ZEP or equal pint or quart bottles.",2.28,EA,H
4920015693630,General Products,Plastic Polish Kit,"Plastek LLC, EZCLEAR Acrylic Window Repair (Hangar Style Launch KIT). P/N EZ2050B1. Kit Contains: 1 Training DVD; 2 Restocking sheet; 1 MSDS pack; 1 Instruction manual; 1 Overview card; 1 Interior instruction card; 10 Master Clear Detailer Paks; 2 bottl",4239.56,KT,H
4920015693632,General Products,Plastic Polish Kit,"Plastek LLC, EZCLEAR Acrylic Window Repair (Field Style Launch KIT). P/N EZ4065B. Kit Contains: 1 Training DVD; 5 Master Clear Detailer Paks; 2 bottles Interior Polish, 2 oz each; 1 Interior Cloth Canister; 1 Interior Repair Pad; 1 SM Hand Support Disc; 1",3900.12,KT,H
4920015693634,General Products,Plastic Polish Kit,"Plastek LLC,  EZCLEAR Acrylic Window Repair (Hanger Style Launch KIT) P/N EZ2050D. Kit Contains: I Training DVD; 1 Instruction Manual:  2 bottles Interior Polish, 2 oz each; 1 Interior Cloth Canister; 1 Interior Repair Pad; 4 bottles Principle Polish, 6oz",5221.69,KT,H
4940008036444,General Products,Spray Kit,"Nonflammable spray kit can be used to aerosolize almost any liquid. Kit allows you to paint or touch up surfaces with custom color paint or stain. Kit consist of 4 spray nozzles, 4 product jars, 20 dip tubes and 10 propellant (134A) power packs.",120.55,KT,H
4940014902455,General Products,Drip Pan,"Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum disulfide coated.",143.04,PG,H
4940014902463,General Products,Drip Pan,"Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum disulfide coated.",279.55,PG,H
4940014902470,General Products,Drip Pan,"Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum disulfide coated.",347.01,PG,H
4940015045270,General Products,Drip Pan With Chain,"Includes a 6 foot chain with eyelet for attaching pan to equipment. Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum d",169.9,PG,H
4940015045273,General Products,Drip Pan With Chain,"Includes a 6 foot chain with eyelet for attaching pan to equipment. Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum d",380.78,PG,H
4940015050680,General Products,Drip Pan With Chain,"Includes a 6 foot chain with eyelet for attaching pan to equipment. Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum d",463.11,PG,H
4940015357651,General Products,Drip Pan with Chock Block,"Drip pan includes a sixfoot chain attached to a wheel chock block. Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum d",523.11,PG,H
4940015357652,General Products,Drip Pan with Chock Block,"Drip pan includes a sixfoot chain attached to a wheel chock block. Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum d",626.5,PG,H
4940015357653,General Products,Drip Pan with Chock Block,"Drip pan includes a sixfoot chain attached to a wheel chock block. Superflex drip pans are made of double fiber woven reinforced rubber for maximum strength and durability. Drip pan is crack and crushproof. Oil resistant polyethylene resin, Molybdenum d",561.36,PG,H
4940015357654,General Products,"Drip Pan, Aircraft","Containment pan has interlocking sides. Pans are intended for drip containment, not larger amounts of fluid, and should be emptied regularly. For aircraft and motor pool use. Superflex drip pans are made of double fiber woven reinforced rubber for maximum",680.19,PG,H
5110000180952,Hardware,Craftsman's Knife (Set),"The set consists of (3) holders and (10) interchangeable blades. Holder styles: a light duty fixed holder with a beveled blade, a medium duty fixed holder with a close corner blade and a heavy duty fixed holder. Blade styles: (1) curved, (3) beveled, (1) ",10.06,SE,H
5110000626625,Hardware,Crosscut Saw (2 Man),"Crosscut saw features a straight back shape, making it ideal for cutting wood across the grain. Includes sturdy hardwood handles & a hardened & tempered blade. The blade is tapered in width & includes spring set & bevel filed teeth.",286.01,EA,H
5110000633037,Hardware,Wire Stripper (Manually Operated),"Used for removing at least 3/4"" L of insulation from general purpose solid and stranded wires. The tool provides a smooth, clean cut without nicking or marring wire. The high quality hardened steel blades are replaceable. The body is made of forged or pre",8.3,EA,H
